date,gz_spr,baa_aaa,cp_treas1mo,dd_wp25,dd_wp50,dd_wp75,dd_wp50_all,gz_spr_p,gz_spr_oa_p,ebp,xmktret,cds1yr_bd_avg,cds5yr_bd_avg,sp500vix,xret_bd,termspr,ffr_r,empl,uerate,ipm
DEC2008,7.7804,3.3700,0.0100,0.3737,2.3120,4.0982,1.8701,6.0717,1.8600,1.7088,2.1288,1.8251,1.8051,40.0000,-3.7287,-2.6675,-1.8624,111822.0,7.3000,86.0841
JAN2009,6.5002,2.9300,0.0400,0.1980,2.0708,3.9582,1.7339,4.6102,1.9225,1.8900,-8.0695,2.0809,1.8876,44.8400,-29.6224,-3.1875,-1.5310,110981.0,7.8000,83.6996
FEB2009,6.1536,2.8100,0.2100,0.3241,1.9863,3.6117,1.2885,3.7379,2.0580,2.4157,-10.6762,2.6023,2.1876,46.3500,-18.5461,-3.2823,-1.3982,110260.0,8.2000,83.8118
MAR2009,6.4372,3.0600,-0.0300,-0.0555,2.0078,3.6621,1.5476,4.6038,2.0386,1.8334,8.3950,3.0917,2.5372,44.1400,20.5432,-2.8261,-1.4468,109473.0,8.6000,82.2422
APR2009,5.4635,2.7900,0.2400,0.5157,2.3608,4.0438,1.9274,3.6849,2.1786,1.7786,10.4761,2.6348,2.1691,36.5000,22.2464,-3.3397,-1.2563,108700.0,8.9000,81.6389
MAY2009,4.8623,2.4000,0.0300,0.5835,2.2994,3.9712,2.0531,4.0379,2.4391,0.8243,6.5048,1.5703,1.4630,28.9200,15.3567,-3.6801,-1.3391,108374.0,9.4000,80.6290
JUN2009,4.2386,1.8000,0.0300,0.5938,2.4147,4.0566,2.0501,3.7310,2.5614,0.5077,-0.2851,1.4635,1.4701,26.3500,-3.0008,-3.6736,-1.2487,107936.0,9.5000,80.3497
JUL2009,3.5148,1.4500,0.0800,1.1762,2.9010,4.5165,2.2656,3.5515,2.5585,-0.0367,7.9137,0.9826,1.0190,25.9200,11.7348,-3.6322,-1.2339,107649.0,9.5000,81.4712
AUG2009,3.3229,1.2600,0.0500,1.4372,3.1684,4.7583,2.5490,3.6744,2.6370,-0.3515,3.1343,0.9816,1.0948,26.0100,10.5150,-3.5609,-1.1593,107434.0,9.7000,82.2512
SEP2009,2.9659,1.1300,0.0800,1.4964,3.1474,4.5795,2.7280,3.1932,2.5016,-0.2272,4.4183,0.6416,0.9662,25.6100,2.2206,-3.4373,-1.2370,107221.0,9.8000,82.9437
OCT2009,2.8505,1.1100,0.1200,1.7805,3.5296,4.9083,2.9457,3.2858,2.5473,-0.4353,-2.8856,0.6026,0.9639,30.6900,-8.9619,-3.5961,-1.2090,106971.0,10.1000,82.9407
NOV2009,2.8365,1.1900,0.0500,2.6149,4.7144,6.3877,3.9670,3.0526,2.2230,-0.2161,5.5754,0.6530,1.0319,24.5100,2.7520,-3.3611,-1.4561,106937.0,9.9000,83.6316
DEC2009,2.3698,1.0600,0.1400,3.5056,6.0340,7.7481,5.4668,2.9807,2.1525,-0.6109,2.8711,0.5202,0.8684,21.6800,-4.6962,-3.9536,-1.6105,106835.0,9.9000,83.7893
JAN2010,2.3344,0.9600,0.1000,3.3593,5.6443,7.6557,5.1009,2.5949,2.0146,-0.2605,-3.7841,0.6972,1.0669,24.6200,-6.7999,-3.7072,-1.6470,106793.0,9.7000,84.7008
FEB2010,2.3670,1.0200,0.0600,3.9282,6.2869,8.5941,5.7232,2.3448,1.8284,0.0222,3.4724,0.8115,1.1292,19.5000,6.7492,-3.6501,-1.6475,106772.0,9.7000,84.8145
MAR2010,2.1413,0.9900,0.0100,4.6580,7.3662,10.2837,6.8769,2.2256,1.7188,-0.0842,6.2337,0.6012,0.9941,17.5900,9.7860,-3.7893,-1.6408,106916.0,9.7000,85.6133
APR2010,2.0348,0.9400,0.0600,5.2992,8.0539,10.8994,7.4225,2.2436,1.6818,-0.2088,1.9917,0.7569,1.1201,22.0500,-1.8239,-3.6181,-1.5632,107145.0,9.8000,86.3086
MAY2010,2.5112,1.1900,0.0700,4.5172,7.2196,10.1894,6.8412,2.7129,1.8141,-0.2017,-8.3415,1.0281,1.3837,32.0700,-9.8104,-3.3045,-1.3351,107193.0,9.6000,87.2605
JUN2010,2.6189,1.3900,-0.0300,4.1539,7.5701,10.3553,6.6402,2.7112,1.8331,-0.0922,-5.3456,1.0487,1.4367,34.5400,-7.8753,-2.9368,-1.3828,107258.0,9.5000,87.2183
JUL2010,2.4458,1.1500,0.0600,4.9552,8.4937,11.1040,7.1386,2.3081,1.6590,0.1376,6.9829,0.7963,1.1402,23.5000,9.5843,-2.8927,-1.1797,107351.0,9.5000,87.9870
AUG2010,2.6358,1.2200,0.0300,3.9039,8.0656,11.1514,6.8996,3.2088,2.0634,-0.5730,-4.4976,0.8854,1.3253,26.0500,-9.2468,-2.4303,-1.1032,107461.0,9.6000,88.0684
SEP2010,2.4221,1.0400,0.0600,4.6724,8.3773,11.6971,7.2143,2.5460,1.7175,-0.1238,8.8375,0.7869,1.2987,23.7000,4.3548,-2.4693,-1.0848,107570.0,9.6000,88.3104
